text,true_label,predicted_label
"
celebrate this presidents' day with 20-50% savings and free shipping!
find great deals on apparel for the whole family, must-haves for your
home and so much more. spend $99 or more throughout jcp.com, including
at our online outlet, and shipping's on us!

shop our presidents' day sale now. 
http://jcpenneyem.com/a/tbhttiaaftjc1bxt98cafqbnp2s/h1-0?mt=100062112&ljqoa=jne@gvc.ceas-challenge.cc%

this email was sent to: tjm@cognosys.net. 
if you wish to unsubscribe from jcpenney email, or change your email
profile, click below.
http://jcpenneyem.com/a/tbhttiaaftjc1bxt98cafqbnp2s/optout-0?ljqoa=jne@gvc.ceas-challenge.cc

(c) 2008 j.c. penney company, inc. and/or jcp media l.p., 
6501 legacy drive, plano, texas, united states of america. 
all rights reserved.

this is an advertisement from jcpenney.
",0,1
"


cnn alerts: bush






 



alert name: bush
self-deportation program kicks off with few takers

08/06/08 01:47 am, edt
wanted: illegal immigrants with clean records who have ignored court orders to leave the country. immigration officials are standing by to help you leave the country. no jail. no joke.
full story



you have agreed to receive this email from cnn.com as a result of your cnn.com preference settings.
to manage your settings click here.                               
to alter your alert criteria or frequency or to unsubscribe from receiving custom email alerts, click here.


cable news network. one cnn center, atlanta, georgia 30303
© 2008 cable news network.
a time warner company
all rights reserved.
view our privacy policy and terms. 






",0,1
"all the dirty secrets about american idol, you win by getting there with favors. 
http://opticastock.com/news.html

no virus found in this outgoing message.
checked by avg - http://www.avg.com
version: 8.0.138 / virus database: 270.5.1/1560 - release date: 7/18/2008 6:47 am

",1,0
"microsoft gains yahoo http://schmitt-fotodesign.de/about.html

no virus found in this outgoing message.
checked by avg - http://www.avg.com
version: 8.0.138 / virus database: 270.4.11/1554 - release date: 7/15/2008 6:03 pm

",1,0
"+------------------------------------------------------------------------+ 
today's activity (thursday 6th march)
+------------------------------------------------------------------------+ 
 
hi tony, you have 157 dvds and 36 series in your rental queue, 3 dvds are coming soon. 

dvds received today 
------------------------------------------
we received the following dvds from you today, please remember to rate
your dvds to get the best possible recommendations! make your opinion count - 
let other members know what you thought of a dvd by writing a review.

babylon 5 - season 1 (1994) (disc 6)
island, the (2005)
bourne identity, the (2002)
 

if you have any problems with a dvd, visit this link: 
http://www.movieshack.co.nz/?_account=mc&md=message&s=rental_problem
 
+------------------------------------------------------------------------+ 
please do not reply to this email, visit our contact page to reply: 
http://www.movieshack.co.nz/?_movieshack&i=contact 
+------------------------------------------------------------------------+ 
if you'd rather not receive ""today's activity"" alerts from movieshack,
please feel free to remove yourself from this alert category
by clicking here - http://www.movieshack.co.nz/?_account=mc&md=eao

",0,1
"





der sehr geehrte 
käufer.
wir haben mehr verschiedene 300 pc and 
macintosch computerprogramme deutsch. alle programme sind die 
spezielle anpassung und die professionelle übersetzung gegangen. nur die vollen 
versionen, ohne beschränkung der rechte des benutzers.  zusammen 
mit uns sparen sie 80 % ein....
newly added software:
quarkxpress 7 passport 
multilanguagedelphi 2007 enterprise editionmac os x 
10.4.3windows vista ultimate 32-bitadobe creative suite 3 master 
collection   maxon cinema 4d r10 studio 
bundle   autocad 2009 32 and 64 
bit   coreldraw graphics suite 
x3   autodesk 3ds max 2009 32 and 64 
bit   office enterprise 
2007   adobe creative suite 3 design 
premium   macromedia dreamweaver 8 for 
mac      adobe creative suite 3 web 
premium   adobe fireworks cs3   corel 
painter ix.5   alias maya 7 unlimited for 
mac   autocad architecture 2009 32 and 64 
bit   adobe creative suite 2 premium for 
mac   macromedia studio 8 special 
edition!   adobe photoshop cs3 
extended   autocad electrical 2009 32 and 64 
bit   adobe flash cs3 
professional   autocad map 3d 2009   adobe 
dreamweaver cs3   adobe fireworks 
cs3   adobe photoshop cs2 with imageready cs2 for 
mac   autocad 
2008   
apple final cut express hd for 
mac   adobe contribute cs3   maxon cinema 
4d r10 studio-bundle for mac   filemaker pro 9 
advanced   3ds max 2008   autocad 
architecture 2008   roxio's toast with jam 6 for 
mac   autocad mechanical 2008   autodesk 
inventor professional 2008   adobe after effects 
cs3      adobe captivate 
cs3   filemaker pro 8.5 advanced for 
mac   autodesk viz 2008   adobe acrobat pro 
8   autodesk maya 2008 
unlimited   propellerhead reason 3 for 
mac   adobe acrobat 3d   3ds max 
9   adobe photoshop elements 
5    adobe after effects 
7     eurosoft software 
(deutsche version): http://dormegove.com
 
",1,0
"

to view our html version with images click here http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113911&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc:

don't forget to add lplqnxjyil@newsletters.herringtoncatalog.com to your address book.

++++++++++++++++++++++ ++++++++++++++++++++++

save up to 50% at our end of winter sale  3 days only!

shop sale outlet: http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113912&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc
shop clearance center: http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113913&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc
shop new products: http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113914&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc
shop lees favorites: http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113915&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

++++++++++++++++++++++ ++++++++++++++++++++++

>>featured weekly specials:

trask country gentleman oxford
harrison trask's country gentleman - for those times he has to leave the ranch and go into town!
web exclusive - now 25% off!
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113916&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

pig tail
unique, patented design helps flip food fast  without mauling your meat!
price: $29.95 now $19.95 save 33% 
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113917&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

bottle brigade/caf de flore
chill fine wines in just 5 minutes  and enjoy the art of france while you imbibe!
price: $19.95 now $14.95 save 25% 
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113918&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

big-kahuna-on-campus shirts
go back to college in island style  with royal hawaiian, big-kahuna-on-campus shirts!
price: $79.95 now $47.95 save 40% 
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113919&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

radiant heated jacket
rechargeable, heated vest makes it feel like you're sitting next to a roaring fire!
price: $149.95 now $99.95 save 33% 
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113920&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

pure glucosamine chondroitin
great-tasting liquid glucosamine chondroitin helps sore, arthritic knees feel better!
price: $43.95 now $29.25 save 33% 
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113921&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

e. howard attache atomic watch
radio-controlled atomic wrist watch keeps the most accurate time on earth!
price: $139.95 now $93.25 save 33%   
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113922&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

victorinox umbrella
titanium travel umbrella weighs nearly nothing; keeps you dry in a deluge!
price: $35.00 now $24.50 save 30% 
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113923&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

christmas carol candle
flickering candles put holiday cheer in your windows & turn themselves on and off!
price: $12.95 now $7.75 save 40% 
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113924&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

bodum martini glass
real glass, double-walled drinkware keep drinks cold  w/o scorching your fingers!
price: $19.95 now $14.95 save 25% 
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113925&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

trask big sky antelope moc
indulge your feet in harrison trask's new big sky moc  made from buttery soft antelope hides!
price: $180.00 now $135.00 save 25%  
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113926&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

masai business casual shoes
add significant health benefits, and exercise value, 
to a simple walk!
price: $245.00 now $147.00 save 40% 
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113927&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

recharging hq
centralized recharging for personal electronics avoids cord clutter, and lost rechargers!
price: $24.95 now $19.95 save 20% 
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113928&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

peruvian peccary gloves
world's rarest & most comfortable gloves, made from wild peccary hides & baby alpaca lining!
price: $165.00 now $87.50 save 50% 
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113929&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

itravel riviera
versatile comfort shoe thats equally at ease in dress or casual settings!
price: $185.00 now $92.50 save 50% 
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113930&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

yankee doodle dandy grill cleaner
grill cleaner copies a simple technique used for decades in diners to quickly clean grease and grime from your grill!
price: $24.95 now $19.95 save 20% 
http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113931&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

order by phone: (877) 435-7156
please use phone keycode ""fb15"" when calling.

""it is always a pleasure to shop with you. herrington's customer service is the friendliest and most wonderful in the business. thank you!"" 
peter m. sherwin jr. carmel, ca.
 
++++++++++++++++++++++ ++++++++++++++++++++++

days before malls service pledge: we pride ourselves on our reputation for friendly, personal service. the kind you used to get in the days 
before malls, from small merchants who actually cared about your business...remember?

matchless guarantee: if for any reason you are not completely satisfied with your purchase from herrington, simply return it within 60 
days of receipt for a prompt and friendly refund or exchange.

++++++++++++++++++++++ ++++++++++++++++++++++

herrington catalog
3 symmes drive
londonderry, nh 03053
visit our site to read details about our security and privacy policies: http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113932&o=1&rt=0&mk=0&jfg=ryf@gvc.ceas-challenge.cc

i no longer want to receive exclusive email only promotions, contests, first access to new products, or information on our shared passions - please click here: http://www.ncrpmreports.com/cprherringtoncatalog/10000/redirect.asp?sid=10472&vid=0&lid=113933&o=1&rt=0&mk=0&eid=tjm@cognosys.net. 
",0,1
"========================================================================
today's headlines                              http://www.infoworld.com/
friday, feb 15, 2008
========================================================================


table of contents:


* most analog cellular to fade away on monday
* gps about finding friends, not route
* kyoto university orders amd-based supercomputer
* emc plans push into new markets
* olpc, idb to launch pilot project in haiti
* four u.s. newspaper companies form online ad partnership
* bug-finder gets no credit from microsoft
* hp settles pretexting cases

*****************  sponsor  *******************************

the windows server(r) 2008 release candidate operating system is ready

see how built-in web technologies make windows server 2008 a robust, 
security-enhanced, and reliable foundation on which you can develop,
deliver, and manage rich user applications and experiences. join the
growing global community. download the release candidate today.

http://ad.doubleclick.net/clk;189230096;7480814;n?http://clk.atdmt.com/mrt/go/nfwrlity0180000030mrt/direct/01/

***********************************************************

most analog cellular to fade away on monday

you may think of sunsets as something nice to look at, but if you have
an older cell phone or a home alarm system, there's one coming up on
monday that may not be so pretty.

more of this article at:
http://www.infoworld.com/article/08/02/14/most-analog-cellular-to-fade-away-on-monday_1.html?source=nlc-tb&cgd=2008-02-15

========================================================================

gps about finding friends, not route

location-based services appeared here, there, and everywhere at the
mobile world congress in barcelona this week, as service providers
maneuvered to take advantage of the increasing number of mobile phones
shipping with integrated gps (global positioning system) modules. many
of the services put the emphasis on finding your friends, not finding
your way, as gps evolves into more of a social tool.

more of this article at:
http://www.infoworld.com/article/08/02/15/gps-about-finding-friends-not-route_1.html?source=nlc-tb&cgd=2008-02-15

========================================================================

kyoto university orders amd-based supercomputer

kyoto university in japan has ordered an amd opteron-based supercomputer
that's not only powerful but achieves considerable energy savings over
its current machine.

more of this article at:
http://www.infoworld.com/article/08/02/15/kyoto-university-orders-amd-based-supercomputer_1.html?source=nlc-tb&cgd=2008-02-15

========================================================================


*****************  sponsor  *******************************

the windows server(r) 2008 release candidate operating system is ready

see how built-in web technologies make windows server 2008 a robust, 
security-enhanced, and reliable foundation on which you can develop,
deliver, and manage rich user applications and experiences. join the
growing global community. download the release candidate today.

http://ad.doubleclick.net/clk;189230096;7480814;n?http://clk.atdmt.com/mrt/go/nfwrlity0180000030mrt/direct/01/

***********************************************************

emc plans push into new markets

emc's asian operations are back on track after sluggish growth during
early 2006, and the company aims to take asian market share away from
rivals and push into new market segments.

more of this article at:
http://www.infoworld.com/article/08/02/15/emc-plans-push-into-new-markets_1.html?source=nlc-tb&cgd=2008-02-15

========================================================================

olpc, idb to launch pilot project in haiti

the one laptop per child foundation (olpc) has teamed up with the
inter-american development bank (idb) to launch a pilot project in
haiti, the first time the group will be able to comprehensively evaluate
the idea of giving laptops directly to students as a learning tool.

more of this article at:
http://www.infoworld.com/article/08/02/15/olpc-launches-pilot-project-in-haiti_1.html?source=nlc-tb&cgd=2008-02-15

========================================================================

four u.s. newspaper companies form online ad partnership

four major u.s. newspaper chains launched an online advertising network
on friday that will let advertisers book national campaigns through a
single point of contact, reaching 50 million people a month across the
u.s.

more of this article at:
http://www.infoworld.com/article/08/02/15/four-us-newspapers-form-online-ad-partnership_1.html?source=nlc-tb&cgd=2008-02-15

========================================================================

bug-finder gets no credit from microsoft

when a hacker going by the name chujwamwdupe published attack code that
exploited a recently patched bug in microsoft office 2003 earlier this
week, it looked almost as if he were publishing the software out of
spite.

more of this article at:
http://www.infoworld.com/article/08/02/15/bug-finder-gets-no-credit-from-microsoft_1.html?source=nlc-tb&cgd=2008-02-15

========================================================================

hp settles pretexting cases

hewlett-packard settled cases with the new york times company and three
businessweek journalists wednesday after being caught spying on
reporters in 2006.

more of this article at:
http://www.infoworld.com/article/08/02/15/hp-settles-pretexting-cases_1.html?source=nlc-tb&cgd=2008-02-15

========================================================================


*****************  sponsor  *******************************

the windows server(r) 2008 release candidate operating system is ready

see how built-in web technologies make windows server 2008 a robust, 
security-enhanced, and reliable foundation on which you can develop,
deliver, and manage rich user applications and experiences. join the
growing global community. download the release candidate today.

http://ad.doubleclick.net/clk;189230096;7480814;n?http://clk.atdmt.com/mrt/go/nfwrlity0180000030mrt/direct/01/

***********************************************************

daily news, delivered to your computer, mp3 player or cell phone

the infoworld daily podcast provides readers with up-to-the-minute news 
and features that shape the world of enterprise it.  tom sullivan reports 
on the leading news and events that shape the today's it community.

http://www.infoworld.com/weblog/podcasts/new_podcasts_index.html

========================================================================
advertise

to advertise, contact gregg_pinsky@infoworld.com.
========================================================================

unsubscribe/manage newsletters

if you do not wish to continue to receive this newsletter, go to:
http://www.infoworld.com/newsletter/newsletter-unsub.html

contact customer service at: ptwvgfqvnganpwz@infoworld.com

to view infoworld's privacy policy, visit:
http://www.infoworld.com/about/abt_prv.html

copyright (c) 2007 infoworld media group. 
501 second st., san francisco, ca 94107


",0,1
"






nous avons un nouveau programme de 
français!voir nos nouveautés pour pc et mac:maxon cinema 4d r10 studio-bundle for 
mac   adobe indesign cs2 for 
mac   filemaker pro 9 advanced   roxio's 
toast with jam 6 for mac   adobe after effects 
cs3   autocad 2008   adobe robohelp 
6   adobe captivate cs3   3ds max 
2008   autocad architecture 2008   autocad 
mechanical 2008   filemaker pro 8.5 advanced for 
mac   adobe creative suite 2 
premium   autodesk inventor professional 
2008   adobe acrobat pro 8   propellerhead 
reason 3 for mac   adobe acrobat 
3d   autocad electrical 2008   autodesk 
viz 2008   autodesk maya 2008 
unlimited   3ds max 9   adobe photoshop 
elements 5   adobe audition 2   adobe 
premiere pro 2   adobe after effects 
7   qualitative logiciel le plus rapidement 
possible, en core......
le coût minimum http://http://dormegove.com 
",1,0
"






wir haben ein neues programm in 
deutscher sprache!siehe unsere neue elemente fur pc und 
mac::maxon cinema 
4d r10 studio bundledelphi 2007 enterprise edition7 quarkxpress passport 
multilanguageadobe creative suite premium-design 3 für macadobe creative 
suite 3 master collectioncoreldraw graphics suite x3windows vista 
ultimate 32-bit -autocad 2009 32 und 64 bitmac os x 10.4.3adobe 
photoshop cs3 verlängert fro macadobe creative suite premium-design 
3office enterprise 2007corel wordperfect office x3 proautodesk 3ds 
max 2009 32 und 64 bitmacromedia dreamweaver 8 für maccorel painter 
ix.5adobe creative suite 3 premium webalias maya unlimited 7 für 
macfireworks adobe cs3autodesk inventor professional 2009 32 und 64 
bitadobe photoshop cs3 verlängertautocad-architektur 2009 32 und 64 
bitmacromedia studio 8 special edition!adobe flash professional 
cs3adobe creative suite 2 premium für macdreamweaver adobe 
cs3autocad electrical 2009 32 und 64 bitfireworks adobe cs3autodesk 
map 3d 2009 32 bitadobe photoshop cs2 mit imageready cs2 für macapple 
final cut express hd für macadobe contribute 
cs3qualitative software so schnell 
wie möglich die minimalen 
kosten- http://dormegove.com 
",1,0
"your message to:
-> bdilley@semane.co.za

was considered unsolicited bulk e-mail (ube).
subject: for:bdilley half-scale replica of german tank built for paintball competition.
return-path: 
first upstream smtp client ip address: [72.20.66.182] dslstatic-2-182.ctcinet.com
according to the 'received:' trace, the message originated at: [72.20.66.182]
our internal reference code for your message is 06690-02/9-ymxmu7hlai.

delivery of the email was stopped!
",1,0
"




notice to existing and future customers:
 

our current regulations have changed:
 
starting 
august 8th,2008 
we will be required to ask for physician consultations and or medical
prescriptions from a certified doctor.
 


note: (good news)
if you order prior to august 8
th, 2008 then there will be no requirements, 
and by doing so you will have created an account with
us.

 

what does this mean?

 

this basically means you will be exempt from our above
regulation and will be free to order any of our ed & 
medical supplies
without any consultations or medical prescriptions for ever!
 

if you would like to continue to order products from us 
hassle free then we suggest doing so before august 8
th.

 
current dosages available are:
 
100mg/$1.49 
pfizer

29mg / $1.49 
lilly
 lcos
 

current web link:


http://www.archtake.com
 

we apologize for any inconvenience.
 
 

 
 

 





message decryptor
ksg54rc5930971iu01837qhkqep28vh17628maz44hb78767
43bv05420rzq77ur17550jey86xq32611wcl69vt53288pas
57ts36040omh66ob06000njczaz53km96719txe61qh27332
xbi32kf2243513ft36001kakirc97nl8024407ca49560vsj
97ap67309sqsneo45rn6297939bv82269cga51ah91648hby
46aj35848bzk34ye09208qsw71bb10549ckh35ri92514yru
bag10wx7452504li47316bjx71gc48674wjm55ry52058xdo
65ia69808dqw07ae13426ygx91ib55461qsh98na00430xul
84pe20886fsjtua89so26538gvj92oq87254myv12pf11060
70kc63197imoodu32bh9716283kz92282rkd77ot21666vxs
90bo23630uxp75yu65393sxk46nl21391cga78de37474yhz
agm59gw50054nvx87hp0917363nd35386aomyon16db03175
qcs82wj30685izu51hz5998456ho37187bbk82rl63398fzu
74hl12916somfie54gp20978rep09qh8222374jm96720maz
76lm90617qybctw24uw9069989sy43391cerhme24aj46868
tpu99ib33568fye39pj23203pdd01qk87655atq57hs47476
clg46wh9596565jc49060kjl96uw80873uehzbe05xk69952
qpg04sw8100146er45066jncxpc76hh19391muo11yi52186
mmr15tm8739999jl75943ptm15dc60101tac89su28802wjp
68pl34981rnh49qv80647owocnu59qv6099588ot76745xph
kse41lo2935476um39767yysjqs96cw9055883gz03423fcg
",1,0
"+------------------------------------------------------------------------+ 
today's activity (monday 10th march)
+------------------------------------------------------------------------+ 
 
hi tony, you have 156 dvds and 36 series in your rental queue, 3 dvds are coming soon. 

dvds received today 
------------------------------------------
we received the following dvds from you today, please remember to rate
your dvds to get the best possible recommendations! make your opinion count - 
let other members know what you thought of a dvd by writing a review.

babylon 5 - season 2 (1995) (disc 1)
neverending story iii, the (1994)
 

if you have any problems with a dvd, visit this link: 
http://www.movieshack.co.nz/?_account=mc&md=message&s=rental_problem
 
+------------------------------------------------------------------------+ 
please do not reply to this email, visit our contact page to reply: 
http://www.movieshack.co.nz/?_movieshack&i=contact 
+------------------------------------------------------------------------+ 
if you'd rather not receive ""today's activity"" alerts from movieshack,
please feel free to remove yourself from this alert category
by clicking here - http://www.movieshack.co.nz/?_account=mc&md=eao

",0,1
" israel today
logo 	daily headline news and updates
from israel today magazine.

wednesday, august 06, 2008 	

daily special - today only (august 6)

 
  

ein gedi spikenard of mary anointing oil
 


made from virgin olive oil from olive trees in the galilee and
jerusalem, scented with biblical essences and flowers extract from the
holy land.

buy now and save 10%!

$9.00 $8.10

get it at jerusalem depot!
 

to read all of today's news items in full, click here
 .

'obama a risk to israel,' warns respected israeli figure
 
natan sharansky goes on american television, warns us jews against
voting for obama, who represents a 'risk to israel' more»
 
obama campaign blog is hotbed of anti-semitism
 
supporters on obama website says jews control us, urges americans to
solve the problem by throwing all jews 'in the oven' more»
 
israel leadership candidates sound off on jerusalem
 
mofaz declares he will never surrender any part of jerusalem; livni
champions dividing the city, but tries to temper position with strong
comment on temple mount more»
 
egyptian troops execute another darfur refugee
 
young sudanese man shot in back of head as he tries to reach israel; at
least 20 african refugees have been murdered by egyptian soldiers this
year more»
 
study on snake evolution upholds bible account
 
scientists confirm that snakes were once four-legged creatures who for
some reason experienced a negative evolutionary effect more»
 
obama received campaign contributions from gaza palestinians
 
brothers from southern gaza contributed nearly $30,000 illegally to
obama campaign last year, said palestinians love the democrat more»
 

weekly special

 
  

simply israel recipe book
 


a collection of traditional and not so traditional israeli recipes with
scripture references from the book of proverbs.

buy now and save 20%!

$34.00 $27.20

get them at jerusalem depot!
 

help us!
forward this email >> 	
current issue 	
 israel today august 2008
issue 

subscribe now >>
 

also, check out our new
electronic edition
  	
looking for gifts? 	
   	
you are subscribed as: gvcormac@gvc.ceas-challenge.cc  |  to unsubscribe,
click here
 
** do not reply or send comments to this list **
copyright © 2007 israel today. all rights reserved. 	
",0,1
"
  these customer  letters just prove how  
good our  maxherbal pills are   !
 just  read  what our  satisfied  customers say   !

we  want to hear  your success  story  after 
taking our pills ,  share it with our staff and visitors,  
please  write to  us

 this is going to sound weird but i was never really embarrassed of my penis size in front of my wife. however, i always wished that i was bigger and i was embarrassed of my size when i was in the locker room. i felt that guys would look at me and secretly make fun of me. with axherbal i have gained 1.5 inches and appear quite thick when flaccid. i am no longer embarrassed in the locker room and i feel that i am a solid size now. my wife also loves my new size. p.j. holly, mi

 http://pillpace.com


",1,0
"sorry, but the craigslist user address you recently mailed (job-222558098@craigslist.org) does not seem to be valid. it could be you're trying to respond to a very old posting, or that the user has not requested anonymous email forwarding. please check the address and try again. ---- the original headers appear below this line ---- received: from 213-140-18-139.fastres.net (213-140-18-139.fastres.net [213.140.18.139]) 	by mxi1s.craigslist.org (postfix) with esmtp id ce8c6aad71 	for ; wed,  6 aug 2008 03:41:17 -0700 (pdt) message-id: <000801c8f7b0$04abccdb$abdb9ab5@wxpcgv> from: =?koi8-r?b?4cffzttt1nfpio7fxnfj1snnz9puyq==?=  to:  subject: =?koi8-r?b?88tbzsdpxsntlcdaxmhoycu=?= date: wed, 06 aug 2008 08:53:55 +0000 mime-version: 1.0 content-type: multipart/alternative; 	boundary=""----=_nextpart_000_0005_01c8f7b0.04a76ea6"" x-priority: 3 x-msmail-priority: normal x-mailer: microsoft outlook express 6.00.2900.3138 x-mimeole: produced by microsoft mimeole v6.00.2900.3198",1,0
"rtaozcs
here is the website. ;-)	",1,0
"funny, this is :)

-------- forwarded message --------
from: mladen zagorac 
to: ziga mahkovec 
subject: for tha g33kz
date: fri, 20 may 2005 12:28:22 +0200

http://www.boardsmag.com/screeningroom/commercials/1722/
http://www.boardsmag.com/screeningroom/commercials/1721/
http://www.boardsmag.com/screeningroom/commercials/1720/

-- 
ziga


",0,1
"
lucyfenwick just sent you money with paypal.
lucyfenwick is averified buyer.
to complete this payment, you must accept or refuse it within 30 days. if you do
not accept or refuse this payment within 30 days, it will be cancelled and the funds
will be returned to billblyth's account.
please be aware that your payment can still be reversed, (e.g. if it is subject to a
chargeback), even after you have posted the item to your buyer. complying with
paypal's protection programmes and following the trading guidelines, in our security
centre helps to protect you from things like chargebacks.
----------------------------------------------------------------

-----------------------------------
payment details
-----------------------------------
amount: 29.00 gbp
transaction id: 3kl475nb21h2wes30
view the details of this transaction online at:
https://www.paypal.com/uk/vst/id=3kl475nb21h2wes30
it may take a few moments for this transaction to appear in the recent activity list
on your account overview.

----------------------------------------------------------------
have you lifted your withdrawal and receiving limits? just log in to your paypal account
and click view limits on the account overview page.
yours sincerely,
paypal

please do not reply to this email. this mailbox is not monitored and you
will not receive a response. for assistance, log in to your paypal account
and click the help link located in the top right corner of any page. if
your inquiry is regarding a claim, log in to your paypal account and go to
the resolution centre.


----------------------------------------------------------------

----------------------------------------------------------------
copyright 1999-2008 paypal. all rights reserved.
paypal (europe) c.a r.l.&ngfpand cve, b.c.a.
societe an commandite par actions
registered office: 5th floor 44-21 boulevard royal p-2769, luxembourg
rcs luxembourg d 125 764
paypal email id pp684",1,0
"
what! it's only just autumn.
it takes up to 2 weeks for full protection after the vaccine. 
influenza can affect anyone, no matter how fit, active & healthy you may
be.
can you really afford time off this winter, feeling really unwell &
stuck at home?
phone your health & counselling centre 4439783 for an appointment with
the nurse.
you will need to stay at the centre for 20 minutes after the vaccine.

drop-in clinic tuesdays 4.30-5.30pm or by appointment

$ 17 ( pho enrolled at this practice)
$20 ( staff, casual, international students )


",0,1
"

hi

my name is jessie. i found your email on that dating site.
i also love sex on the side. i have a loving partner but he is working 16 hours a day and we have sex only once a week :(
if you are interested and wanna see my pictures just email me at cjessie03@centralrd.com
don`t reply, use the email above (my boyfriend doesn`t know about that email!)


",1,0
"this is an automatically generated delivery status notification.

delivery to the following recipients failed.

       wwk@stal.ru



",1,0
"       
 looks like we'll be expanding our menu.       

     
 
 proudly serving sloth, envy, gluttony, greed, lust, wrath and pride since lucifer was a cowboy.   

 
 to update your details please click here
 to be removed from the hell mailing list please click here       


   

 ",0,1
"utbzwmd
for more details see the attachment.	",1,0
"httkvzw
waiting for a response. please read the attachment.	",1,0
" rome, then tuscany,  then the coast.


http://picasaweb.google.com/dorothy.kelly/italyoctober2007?authkey=qxbthsvgb9a
",0,1
